NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,SOURCE,WEBSITE,OWNER,BEDS,HELIPAD
SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH STREET,NASHVILLE,TN,37203,NOT AVAILABLE,(615) 284-5555,GENERAL ACUTE CARE,OPEN,683,DAVIDSON,USA,36.1539076,-86.802005586,https://apps.health.tn.gov/FacilityListings,http://www.sthealth.com/locations/saint-thomas-midtown-hospital,NON-PROFIT,683,Y
THREE RIVERS HOSPITAL,451 HIGHWAY 13 SOUTH,WAVERLY,TN,37185,NOT AVAILABLE,(931) 296-4203,CRITICAL ACCESS,OPEN,25,HUMPHREYS,USA,36.076031061,-87.792335282,https://apps.health.tn.gov/FacilityListings,http://www.threerivershospital.com/,GOVERNMENT - LOCAL,25,Y
NEW YORK COMMUNITY HOSPITAL,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NOT AVAILABLE,(718) 692-5300,GENERAL ACUTE CARE,OPEN,134,KINGS,USA,40.613770992,-73.948710782,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nych.com,NON-PROFIT,134,N
KIOWA COUNTY MEMORIAL HOSPITAL,721 WEST KANSAS,GREENSBURG,KS,67054,NOT AVAILABLE,(620) 723-3341,CRITICAL ACCESS,OPEN,15,KIOWA,USA,37.605552782,-99.301437562,http://www.kdheks.gov/bhfr/fac_list/,http://www.kcmh.net,NON-PROFIT,15,Y
ALLEN COUNTY HOSPITAL,101 SOUTH 1ST STREET,IOLA,KS,66749,NOT AVAILABLE,(620) 365-1021,GENERAL ACUTE CARE,CLOSED,25,ALLEN,USA,37.921409279,-95.394322629,http://www.kdheks.gov/bhfr/fac_list/,http://www.allencountyhospital.com,PROPRIETARY,25,N
DOCTORS HOSPITAL LLC,4901 COLLEGE BLVD,LEAWOOD,KS,66211,NOT AVAILABLE,(913) 529-1801,GENERAL ACUTE CARE,OPEN,6,JOHNSON,USA,38.927122446,-94.643662784,http://www.kdheks.gov/bhfr/fac_list/,http://www.dshospital.net,PROPRIETARY,6,N
HOSP METROPOLITANO DR TITO MATTEI,CARRETERA 128 KM 1,SUSUA BAJA,PR,698,NOT AVAILABLE,(787) 877-8000,GENERAL ACUTE CARE,OPEN,105,YAUCO,PRI,18.031300765,-66.857596987,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.hmyauco.com,PROPRIETARY,105,N
VIA CHRISTI HOSPITAL IN MANHATTAN,1823 COLLEGE AVE,MANHATTAN,KS,66502,NOT AVAILABLE,(785) 776-3322,GENERAL ACUTE CARE,OPEN,96,RILEY,USA,39.20130921,-96.598930428,http://www.kdheks.gov/bhfr/fac_list/,http://www.mercyregional.org,NON-PROFIT,96,Y
MINNEOLA DISTRICT HOSPITAL,212 MAIN,MINNEOLA,KS,67865,NOT AVAILABLE,(620) 885-4264,GENERAL ACUTE CARE,OPEN,54,CLARK,USA,37.441527628,-100.013320208,http://www.kdheks.gov/bhfr/fac_list/,http://www.minneolahealthcare.com,GOVERNMENT - DISTRICT/AUTHORITY,54,N
DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN,KS,67749,NOT AVAILABLE,(785) 475-2208,GENERAL ACUTE CARE,OPEN,61,DECATUR,USA,39.815920865,-100.538341531,http://www.kdheks.gov/bhfr/fac_list/,http://www.decaturhealthsystems.org,GOVERNMENT - LOCAL,61,N
OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE,OSBORNE,KS,67473,NOT AVAILABLE,(785) 346-2121,GENERAL ACUTE CARE,OPEN,25,OSBORNE,USA,39.437175946,-98.70148391,http://www.kdheks.gov/bhfr/fac_list/,http://www.ocmh.org,GOVERNMENT - LOCAL,25,N
MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,NOT AVAILABLE,(913) 498-6000,GENERAL ACUTE CARE,OPEN,158,JOHNSON,USA,38.910556224,-94.651996571,http://www.kdheks.gov/bhfr/fac_list/,http://www.menorahmedicalcenter.com,PROPRIETARY,158,Y
SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,NOT AVAILABLE,(913) 676-2000,GENERAL ACUTE CARE,OPEN,376,JOHNSON,USA,38.995542794,-94.692659477,http://www.kdheks.gov/bhfr/fac_list/,http://www.shawneemission.org,NON-PROFIT,376,Y
ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET,TOPEKA,KS,66606,NOT AVAILABLE,(785) 295-8000,GENERAL ACUTE CARE,OPEN,291,SHAWNEE,USA,39.05659914,-95.696217846,http://www.kdheks.gov/bhfr/fac_list/,http://www.stfrancistopeka.org,NON-PROFIT,291,Y
HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,NOT AVAILABLE,(620) 384-7461,GENERAL ACUTE CARE,OPEN,69,HAMILTON,USA,37.984863151,-101.742432406,http://www.kdheks.gov/bhfr/fac_list/,http://www.hamiltoncountyhospital.net,GOVERNMENT - LOCAL,69,N
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET,ULYSSES,KS,67880,NOT AVAILABLE,(620) 356-1266,GENERAL ACUTE CARE,OPEN,26,GRANT,USA,37.584672037,-101.358667172,http://www.kdheks.gov/bhfr/fac_list/,http://www.bwmgch.com,GOVERNMENT - LOCAL,26,N
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 THIRTEENTH ST,WA KEENEY,KS,67672,NOT AVAILABLE,(785) 743-2182,GENERAL ACUTE CARE,OPEN,62,TREGO,USA,39.027311586,-99.871094779,http://www.kdheks.gov/bhfr/fac_list/,http://www.tclmh.org,GOVERNMENT - LOCAL,62,Y
WASHINGTON COUNTY HOSPITAL,304 E 3RD STREET,WASHINGTON,KS,66968,NOT AVAILABLE,(785) 325-2211,GENERAL ACUTE CARE,OPEN,25,WASHINGTON,USA,39.817525197,-97.04640479,http://www.kdheks.gov/bhfr/fac_list/,http://www.washingtoncountyhospital.com,GOVERNMENT - LOCAL,25,N
KANSAS SURGERY & RECOVERY CENTER,2770 N WEBB ROAD,WICHITA,KS,67226,NOT AVAILABLE,(316) 634-0090,GENERAL ACUTE CARE,OPEN,34,SEDGWICK,USA,37.733061345,-97.225013765,http://www.kdheks.gov/bhfr/fac_list/,http://www.ksrc.org,PROPRIETARY,34,N
VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,14800 WEST ST TERESA,WICHITA,KS,67235,NOT AVAILABLE,(316) 268-5000,GENERAL ACUTE CARE,OPEN,68,SEDGWICK,USA,37.725746881,-97.513210485,http://www.kdheks.gov/bhfr/fac_list/,http://www.via-christi.org/st-teresa,NON-PROFIT,68,Y
HOSP METROPOLITANO DR SUSONI,55 NICOMEDES RIVERA STREET,ARECIBO PUEBLO,PR,614,NOT AVAILABLE,(787) 650-1030,GENERAL ACUTE CARE,OPEN,138,ARECIBO,PRI,18.473288479,-66.716914971,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,138,Y
HOSP DR. CAYETANO COLL Y TOSTE,129 SAN LUIS AVENUE,ARECIBO PUEBLO,PR,613,NOT AVAILABLE,(787) 650-7272,GENERAL ACUTE CARE,OPEN,188,ARECIBO,PRI,18.467045536,-66.731140598,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,188,N
HOSP GENERAL CASTANER INC,KM 64-2 ROUTE 135,CASTAÑER,PR,631,NOT AVAILABLE,(787) 829-5010,GENERAL ACUTE CARE,OPEN,24,LARES,PRI,18.181013074,-66.83318175,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NON-PROFIT,24,Y
DOCTORS CENTER HOSPITAL- MANATI,KM 47-7,MANATI,PR,674,NOT AVAILABLE,(787) 621-3322,GENERAL ACUTE CARE,OPEN,150,MANATI,PRI,18.433674763,-66.473968192,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,150,N
"INST MEDICO DEL NORTE INC, CENTRO MEDICO WILMA N VAZQUEZ",CARR. 2 KM. 39.5,VEGA BAJA,PR,694,NOT AVAILABLE,(787) 858-1580,GENERAL ACUTE CARE,OPEN,150,VEGA BAJA,PRI,18.446333564,-66.37704376,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,150,N
HOSP SAN CARLOS BORROMEO,550 CONCEPCION VERA AYALA,MOCA,PR,676,NOT AVAILABLE,(787) 877-8000,GENERAL ACUTE CARE,OPEN,106,MOCA,PRI,18.390194351,-67.10996904,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.hscbpr.org,NON-PROFIT,106,N
CLINICA ESPANOLA INC,PR-106 BO LA QUINTA - SECTOR CLINICA ESPANOLA,MIRADERO,PR,680,NOT AVAILABLE,(787) 832-0404,GENERAL ACUTE CARE,OPEN,-999,MAYAGUEZ,PRI,18.206157726,-67.131461047,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,N
LAFAYETTE HOSPITAL,PR-753 KM 0.1 SECTOR CUATRO CALLES,ARROYO,PR,714,NOT AVAILABLE,(787) 839-3232,GENERAL ACUTE CARE,OPEN,38,ARROYO,PRI,17.975961279,-66.058367583,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,38,Y
HOSP DAMAS,PR-2 PONCE BY PASS,PONCE,PR,717,NOT AVAILABLE,(787) 840-8686,GENERAL ACUTE CARE,OPEN,251,PONCE,PRI,17.997128078,-66.61764045,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.hospitaldamas.com,NON-PROFIT,251,N
DR. PILA'S HOSPITAL,AVENIDA LAS AMERICAS,PONCE,PR,733,NOT AVAILABLE,(787) 848-5600,GENERAL ACUTE CARE,OPEN,115,PONCE,PRI,18.003681617,-66.610658695,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.drpila.com,NON-PROFIT,115,Y
HIMA SAN PABLO - BAYAMON,70 CALLE SANTA CRUZ,BAYAMON,PR,960,NOT AVAILABLE,(787) 620-4747,GENERAL ACUTE CARE,OPEN,410,BAYAMON,PRI,18.397425375,-66.147523059,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://himasanpablo.com/hospitales/,PROPRIETARY,410,N
HOSP GENERAL MENONITA - AIBONITO,C/JOSE C VAZQUEZ - SALIDA BO CAONILLA,AIBONITO,PR,705,NOT AVAILABLE,(787) 735-8001,GENERAL ACUTE CARE,OPEN,-999,AIBONITO,PRI,18.14379446,-66.261707365,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.hospitalmenonita.com/,PROPRIETARY,-999,N
HOSP HERMANOS MELENDEZ,ROUTE 2  KM 11-7,BAYAMON,PR,960,NOT AVAILABLE,(787) 620-8181,GENERAL ACUTE CARE,OPEN,211,BAYAMON,PRI,18.396957526,-66.16270651,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.hospitalhermanosmelendez.net,PROPRIETARY,211,N
HOSP DEL MAESTRO,550 SERGIO CUEVAS,SAN JUAN,PR,939,NOT AVAILABLE,(787) 758-8383,GENERAL ACUTE CARE,OPEN,250,SAN JUAN,PRI,18.41182194,-66.068722071,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,PROPRIETARY,250,N
CENTRO CARDIOVASCULAR DE PR Y CARIBE DR RAMON M SUAREZ,AVE AMERICO MIRANDA - ENTRADA PRINCIPAL CENTRO MEDICO,MONACILLO URBANO,PR,936,NOT AVAILABLE,(787) 754-8500,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,PRI,18.39864583,-66.072629207,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,Y
HOSP PAVIA DE HATO REY,435 PONCE DE LEON AVENUE,HATO REY,PR,919,NOT AVAILABLE,(787) 641-2323,GENERAL ACUTE CARE,OPEN,180,SAN JUAN,PRI,18.419412869,-66.055975895,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.paviahealth.com,PROPRIETARY,180,N
HOSP PEDIATRICO UNIVERSITARIO DR ANTONIO ORTIZ,CENTRO MEDICO,MONACILLO URBANO,PR,919,NOT AVAILABLE,(787) 777-3535,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,PRI,18.397215985,-66.072307816,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,Y
HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA,CENTRO MEDICO,MONACILLO URBANO,PR,922,NOT AVAILABLE,(787) 766-4646,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,PRI,18.390593519,-66.075929758,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,N
AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE,HATO REY,PR,919,NOT AVAILABLE,(787) 758-2000,GENERAL ACUTE CARE,OPEN,483,SAN JUAN,PRI,18.409862673,-66.051095958,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.auxiliomutuo.com,NON-PROFIT,483,N
HOSP PSIQUIATRICO CORRECCIONAL,C/TENIENTE CESAR GONZALEZ 1106,MONACILLO URBANO,PR,936,NOT AVAILABLE,(787) 758-8019,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,PRI,18.39193295,-66.072449638,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,NOT AVAILABLE,NOT AVAILABLE,-999,Y
DOCTORS' CENTER HOSP SAN JUAN INC,1395 SAN RAFAEL STREET,SAN JUAN,PR,910,NOT AVAILABLE,(787) 999-7620,GENERAL ACUTE CARE,OPEN,125,SAN JUAN,PRI,18.446019519,-66.073715655,http://www.salud.gov.pr/Servicios-al-Ciudadano/Pages/Directorio-de-Hospitales-Publicos-y-Privados.aspx,http://www.tuhospitalfamiliar.com,PROPRIETARY,125,N
GUAM MEMORIAL HOSPITAL AUTHORITY,85O GOV CARLOS G CAMACHO ROAD,TAMUNING,GU,96913,NOT AVAILABLE,(671) 647-2552,GENERAL ACUTE CARE,OPEN,158,GUAM,GUM,13.504954,144.774461,https://data.medicare.gov/widgets/xubh-q36u,http://www.gmha.org/gmha_new/,GOVERNMENT - LOCAL,158,N
BELAU NATIONAL HOSPITAL,1 HOSPITAL ROAD,KOROR,PW,96940,NOT AVAILABLE,(680) 488-2552,GENERAL ACUTE CARE,OPEN,100,NOT AVAILABLE,PLW,7.352444,134.46452,http://www.palauhealth.org/files/2013%20National%20Health%20Profile_%20Final%20121214.pdf,NOT AVAILABLE,GOVERNMENT - LOCAL,100,N
LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,PAGO PAGO,AS,96799,NOT AVAILABLE,(684) 633-4590,GENERAL ACUTE CARE,OPEN,-999,MAOPUTASI,ASM,-14.290242,-170.685741,https://data.medicare.gov/widgets/xubh-q36u,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,N
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,ALLEN,TX,75013,NOT AVAILABLE,(972) 747-1000,GENERAL ACUTE CARE,OPEN,73,COLLIN,USA,33.115977318,-96.673101053,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.texashealth.org,NON-PROFIT,73,Y
BAPTIST ST. ANTHONY'S HEALTH SYSTEM - BAPTIST CAMPUS,1600 WALLACE BOULEVARD,AMARILLO,TX,79106,NOT AVAILABLE,(806) 212-2000,GENERAL ACUTE CARE,OPEN,451,POTTER,USA,35.196451987,-101.920315509,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.bsahs.org/,NON-PROFIT,451,Y
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 EAST 15TH STREET,AUSTIN,TX,78701,NOT AVAILABLE,(512) 324-5825,GENERAL ACUTE CARE,OPEN,339,TRAVIS,USA,30.273853379,-97.733833454,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.seton.net/locations/brackenridge/,NON-PROFIT,339,Y
ST. DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BOULEVARD,AUSTIN,TX,78704,NOT AVAILABLE,(512) 447-2211,GENERAL ACUTE CARE,OPEN,300,TRAVIS,USA,30.225930059,-97.77459614,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.southaustinmc.com,NON-PROFIT,300,Y
METHODIST HOSPITAL FOR SURGERY,17101 N. DALLAS PARKWAY,ADDISON,TX,75001,NOT AVAILABLE,(469) 248-3900,GENERAL ACUTE CARE,OPEN,32,DALLAS,USA,32.984672845,-96.829340715,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.methodisthospitalforsurgery.com/,PROPRIETARY,32,N
ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,NOT AVAILABLE,(325) 823-3231,GENERAL ACUTE CARE,OPEN,45,JONES,USA,32.768011516,-99.894976823,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,NOT AVAILABLE,GOVERNMENT - LOCAL,45,N
HEART HOSPITAL OF AUSTIN,3801 NORTH LAMAR,AUSTIN,TX,78756,NOT AVAILABLE,(512) 407-7000,GENERAL ACUTE CARE,OPEN,58,TRAVIS,USA,30.305760907,-97.741126868,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.hearthospitalofaustin.com/,PROPRIETARY,58,Y
SETON NORTHWEST HOSPITAL,11113 RESEARCH BOULEVARD,AUSTIN,TX,78759,NOT AVAILABLE,(512) 324-6900,GENERAL ACUTE CARE,OPEN,124,TRAVIS,USA,30.404927954,-97.74360477,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.seton.net/locations/northwest/,NON-PROFIT,124,Y
SETON SOUTHWEST HOSPITAL,7900 FM 1826,AUSTIN,TX,78737,NOT AVAILABLE,(512) 324-9000,GENERAL ACUTE CARE,OPEN,33,TRAVIS,USA,30.226583575,-97.892091941,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.seton.net/locations/southwest/,NON-PROFIT,33,N
TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,BEDFORD,TX,76022,NOT AVAILABLE,(817) 848-4602,GENERAL ACUTE CARE,OPEN,246,TARRANT,USA,32.835154968,-97.123136701,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.texashealth.org,NON-PROFIT,246,Y
NORTH TEXAS COMMUNITY HOSPITAL,1905 DOCTORS' HOSPITAL DRIVE,BRIDGEPORT,TX,76426,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,36,WISE,USA,33.219365255,-97.762352349,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.ntchospital.org,NON-PROFIT,36,Y
BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,BROWNFIELD,TX,79316,NOT AVAILABLE,(806) 637-3551,GENERAL ACUTE CARE,OPEN,45,TERRY,USA,33.187729829,-102.267414294,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.brownfield-rmc.org,GOVERNMENT - DISTRICT/AUTHORITY,45,Y
BAYLOR SCOTT & WHITE MEDICAL CENTER - CARROLLTON,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,NOT AVAILABLE,(972) 394-2255,GENERAL ACUTE CARE,OPEN,235,DENTON,USA,33.028698519,-96.885849495,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.baylorhealth.com,PROPRIETARY,235,Y
HEMPHILL COUNTY HOSPITAL,1020 SOUTH FOURTH STREET,CANADIAN,TX,79014,NOT AVAILABLE,(806) 323-6422,GENERAL ACUTE CARE,OPEN,26,HEMPHILL,USA,35.903393166,-100.388256816,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.hchdst.org,GOVERNMENT - DISTRICT/AUTHORITY,26,Y
CEDAR PARK REGIONAL MEDICAL CENTER,1401 MEDICAL PARKWAY,CEDAR PARK,TX,78613,NOT AVAILABLE,(512) 528-7000,GENERAL ACUTE CARE,OPEN,77,WILLIAMSON,USA,30.532362714,-97.812190954,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.cedarparkregional.com,PROPRIETARY,77,Y
EAST TEXAS MEDICAL CENTER - CLARKSVILLE,3000 U.S. 82,CLARKSVILLE,TX,75426,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,49,RED RIVER,USA,33.611447168,-95.099256645,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.etmc.org,NON-PROFIT,49,Y
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,NOT AVAILABLE,(817) 641-2551,GENERAL ACUTE CARE,OPEN,137,JOHNSON,USA,32.33199753,-97.438560367,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.texashealth.org,NON-PROFIT,137,Y
CLEVELAND EMERGENCY HOSPITAL,1017 SOUTH TRAVIS STREET,CLEVELAND,TX,77327,NOT AVAILABLE,(281) 592-5400,GENERAL ACUTE CARE,OPEN,4,LIBERTY,USA,30.328358379,-95.093755693,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.ddhclv.com,PROPRIETARY,4,N
COLUMBUS COMMUNITY HOSPITAL,110 SHULT DRIVE,COLUMBUS,TX,78934,NOT AVAILABLE,(979) 732-2371,GENERAL ACUTE CARE,OPEN,40,COLORADO,USA,29.694517837,-96.543311098,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.columbusch.com,NON-PROFIT,40,Y
HUNT REGIONAL COMMUNITY HOSPITAL,2900 STERLING HART DRIVE,COMMERCE,TX,75428,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,25,HUNT,USA,33.230480759,-95.896044057,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.huntregional.org,GOVERNMENT - DISTRICT/AUTHORITY,25,Y
BAYSIDE CENTER FOR BEHAVIORAL HEALTH,1650 S OSPREY AVE,SARASOTA,FL,34239,NOT AVAILABLE,(941) 917-7760,PSYCHIATRIC,OPEN,-999,SARASOTA,USA,27.318721752,-82.534122543,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.SMH.COM/P.ASPX?P=17,NOT AVAILABLE,86,N
INDIAN RIVER MEDICAL CENTER-BEHAVIORAL HEALTH CENTER,1190 37TH ST,VERO BEACH,FL,32960,NOT AVAILABLE,(772) 563-4666,PSYCHIATRIC,OPEN,-999,INDIAN RIVER,USA,27.661314309,-80.396430161,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://INDIAN-RIVER.FL.US/HEALTH/HOSPITALS/EMOTIONAL.HTML,NOT AVAILABLE,46,N
JACKSON MEMORIAL MENTAL HEALTH CENTER - INPATIENT,1695 NW 9TH AVE,MIAMI,FL,33136,NOT AVAILABLE,(305) 355-8234,PSYCHIATRIC,OPEN,-999,MIAMI-DADE,USA,25.791161646,-80.209535068,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.JHSMIAMI.ORG/BODY.CFM?ID=53,NOT AVAILABLE,239,N
VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVENUE,DEL RIO,TX,78840,NOT AVAILABLE,(830) 778-3658,GENERAL ACUTE CARE,OPEN,93,VAL VERDE,USA,29.374962756,-100.892663525,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.vvrmc.org/,GOVERNMENT - DISTRICT/AUTHORITY,93,Y
NORTHSIDE MENTAL HEALTH,12512 BRUCE B DOWNS BLVD,TAMPA,FL,33612,NOT AVAILABLE,(813) 977-8700,PSYCHIATRIC,OPEN,-999,HILLSBOROUGH,USA,28.061467789,-82.427994881,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.NORTHSIDEMHC.ORG/,NOT AVAILABLE,16,N
MEDICAL CITY DENTON,3535 SOUTH INTERSTATE 35 EAST,DENTON,TX,76210,NOT AVAILABLE,(940) 384-3535,GENERAL ACUTE CARE,OPEN,208,DENTON,USA,33.177874534,-97.091433303,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.dentonregional.com,PROPRIETARY,208,Y
MIAMI HEART INSTITUTE & MEDICAL CENTER,4701 N MERIDIAN AVE,MIAMI,FL,33140,NOT AVAILABLE,(305) 674-3114,SPECIAL,CLOSED,-999,MIAMI-DADE,USA,25.823087028,-80.13109837,http://www.fgdl.org/metadataexplorer/explorer.jsp,HTTP://WWW.MSMC.COM,NOT AVAILABLE,278,N
NAPLES COMMUNITY HOSPITAL,350 SEVENTH ST N,NAPLES,FL,34102,5754,(239) 436-5000,GENERAL ACUTE CARE,OPEN,391,COLLIER,USA,26.150644889,-81.798742969,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.NCHMD.ORG,NON-PROFIT,391,Y
TEXOMA MEDICAL CENTER,5016 SOUTH US HIGHWAY 75,DENISON,TX,75020,NOT AVAILABLE,(903) 416-4000,GENERAL ACUTE CARE,OPEN,245,GRAYSON,USA,33.709717821,-96.585087028,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.texomamedicalcenter.net,PROPRIETARY,245,Y
THE FRIARY OF LAKEVIEW CENTER,4400 HICKORY SHORES BLVD,GULF BREEZE,FL,32563,NOT AVAILABLE,(850) 932-9375,PSYCHIATRIC,OPEN,-999,SANTA ROSA,USA,30.397776323,-87.039433094,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://THEFRIARY.BHCPNS.ORG/THEFRIARY/,NOT AVAILABLE,30,N
FAIR OAKS PAVILION - PSYCHIATRIC HOSPITAL,5440 LINTON BLVD,DELRAY BEACH,FL,33484,NOT AVAILABLE,(561) 495-1000,PSYCHIATRIC,OPEN,-999,PALM BEACH,USA,26.436348543,-80.129492139,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.DELRAYMEDICALCTR.COM/EN-US/PAGES/DEFAULT.ASPX,NOT AVAILABLE,53,Y
